Array Size,Time (s),Memory (KB)
100,0.00011110305786132812,0.0
1000,0.0009601116180419922,0.0
10000,0.009343624114990234,0.8125
100000,0.12590599060058594,2.3125
1000000,2.124882459640503,4.1875
10000000,27.359846353530884,5.1875
