Array Size,Time (s),Memory (KB)
100,5.626678466796875e-05,0.0
1000,0.0035169124603271484,3.34375
10000,0.04079103469848633,3.875
100000,0.5409836769104004,5.0
1000000,5.3986780643463135,6.09375
10000000,23.540271043777466,6.5625
