Array Size,Time (s),Memory (KB)
100,2.6226043701171875e-05,0.0
1000,0.00013518333435058594,0.09375
10000,0.0009667873382568359,0.09375
100000,0.008990049362182617,0.09375
1000000,0.09177708625793457,0.09375
10000000,0.9441440105438232,0.09375
